5557.91023  6191.828596  6314.45146  6703.207651  6727.984445  6536.859859  6746.365999  7045.195201  7336.255918  7194.791196  7342.883921  7031.880376  6952.384926  7380.479105  7423.48147  7182.623798  7255.661726  7674.707316  7608.769095  8201.000442  7262.572738  7585.451586  7433.475352  7534.098985  7762.714375  7784.041414  7705.565987  6774.221768  7044.857082  7640.280483  8302.996088  8201.582517  8272.823313  7947.530155  8162.192701  8419.353076  8132.19575  8248.11905  8655.302238  8393.080447  7899.143191  8433.780003  8850.148171  8678.229755  8344.726957  8981.573058  8531.348851  8393.731148  8570.376032  8527.247558  9116.458438  8984.99769  9523.151578  8988.766033  9042.360707  9330.372494  9029.495052  9197.891399  8590.641043  8736.082748  9861.074424  9573.870678  9219.576749  9211.711058  9579.189541  9405.444778  9671.043041  9456.830821  9306.901953  9948.855986  9628.168359  9910.412874  9181.327366  9684.816251  9193.272006  9680.347951  8827.762419  7770.323037  8754.794036  9794.556589  9556.751128  9677.577921  9153.459795  10249.79305  10008.22691  9936.780606  10077.67561  10137.19332  10735.43881  10437.47508  10130.05945  10496.94817  10244.68607  10097.06208  10008.26414  10075.98792  9936.103673  11190.36136  12011.3233  11215.98192  
5543.479545  6179.721558  6297.268171  6688.301056  6714.188326  6523.048585  6734.488153  7019.998363  7309.082005  7173.610448  7318.955551  7009.392974  6929.979208  7370.118543  7405.774435  7163.518213  7232.126801  7648.527601  7588.630643  8176.125692  7236.057686  7561.57713  7418.121572  7519.020164  7743.33096  7761.269115  7689.952243  6748.798164  7023.11193  7611.727431  8280.072413  8187.153198  8250.766843  7915.530646  8139.88053  8393.047327  8106.721909  8226.134743  8630.183189  8365.380758  7874.658283  8407.16026  8830.522855  8655.201017  8324.405173  8966.75644  8511.06051  8373.900974  8540.674078  8497.75875  9106.260915  8948.17082  9496.683924  8966.644037  9017.899426  9299.236135  8997.741424  9170.633251  8555.493749  8702.988577  9811.336548  9540.16773  9194.128766  9194.267318  9581.737804  9382.640613  9628.461241  9426.243955  9268.275315  9902.954732  9587.883695  9880.907235  9164.581085  9663.973909  9180.107814  9655.2905  8817.55296  7751.591328  8771.103242  9765.860791  9526.219738  9652.495259  9135.247213  10217.3747  9978.535873  9921.582582  10043.83423  10115.06858  10717.3795  10413.1516  10114.34188  10481.02976  10209.21485  10046.63553  9975.630842  10047.98738  9903.401564  11093.88047  11918.13034  11164.89124  
5544.450351  6188.126199  6309.920747  6700.965475  6730.116276  6533.481644  6743.477721  7032.410475  7317.508199  7176.600602  7327.477377  7017.425076  6938.439145  7377.079263  7412.09239  7175.801372  7240.841928  7657.497158  7593.411416  8181.891167  7236.72817  7562.154852  7424.607751  7521.776077  7742.156509  7781.635227  7700.38726  6771.438394  7038.8698  7621.80981  8295.114289  8190.070486  8256.692903  7928.534363  8144.944037  8403.887153  8113.001365  8232.787934  8634.505039  8373.175927  7886.438565  8418.598282  8828.992397  8649.495275  8326.441908  8962.239487  8505.474358  8369.701015  8546.530821  8510.723036  9107.773722  8956.704372  9525.538039  8982.804527  9031.069822  9316.258313  9009.848461  9172.6539  8562.794465  8707.064831  9815.6072  9544.102751  9202.449119  9204.522878  9594.080684  9404.116415  9645.809136  9422.63544  9280.224402  9907.40302  9580.949525  9857.257051  9173.563362  9660.806977  9163.141482  9646.450987  8812.550954  7739.327381  8730.745471  9772.557406  9527.776547  9661.50901  9144.988686  10229.56509  9999.641425  9916.765916  10060.75394  10129.94584  10726.57718  10408.15421  10098.09435  10478.16037  10192.07747  10018.02452  9962.459288  10028.29037  9882.839125  11132.13825  11908.5075  11174.54151  
5547.565251  6191.776351  6311.995776  6704.86009  6727.517114  6535.089048  6746.09464  7031.782828  7313.602236  7166.500528  7319.337874  7007.608416  6936.67798  7369.962937  7395.634543  7165.911561  7231.109267  7646.811912  7578.886116  8167.283909  7223.982364  7556.008663  7412.24437  7514.099363  7731.977126  7763.247634  7683.54072  6766.457994  7031.230612  7617.04416  8288.58504  8182.849388  8246.826751  7922.72091  8137.57975  8388.901999  8104.841203  8229.690627  8638.819985  8371.254373  7890.675293  8415.858318  8833.714307  8651.475753  8320.944073  8959.426213  8498.304285  8363.600539  8537.989365  8498.615739  9093.090672  8951.362963  9517.041398  8985.121937  9023.782206  9317.61242  9001.702594  9159.119244  8552.668386  8699.204163  9788.634487  9527.608946  9204.79676  9197.759578  9605.640957  9385.302895  9644.307803  9415.811805  9267.794138  9878.687236  9553.677854  9834.547863  9141.780539  9637.129842  9143.541444  9624.85716  8796.38268  7732.70885  8723.874319  9754.899745  9507.925788  9633.503549  9135.766619  10213.12769  9978.7213  9899.464064  10036.47485  10116.33344  10695.66127  10390.18611  10091.83113  10464.79474  10169.11687  9986.738727  9928.231136  10009.15006  9864.579256  11111.1448  11874.62999  11065.71542  
5533.182179  6168.216436  6288.688647  6681.813836  6705.715453  6512.918534  6716.935929  6994.992103  7291.836423  7140.295638  7291.76507  6985.168216  6906.542044  7333.477086  7374.357825  7140.10852  7203.015612  7619.568821  7553.869395  8136.744178  7202.37116  7537.266398  7384.110027  7493.666967  7711.383102  7719.233071  7651.126857  6737.655726  7011.164616  7594.228892  8249.015795  8146.508624  8225.012089  7892.416741  8102.872837  8358.028335  8071.224838  8199.462206  8619.402944  8354.078211  7868.086835  8385.96258  8823.220825  8627.848296  8300.014247  8935.194912  8482.051792  8345.819547  8501.960976  8466.329311  9060.543673  8910.488734  9467.693747  8939.459694  8982.252603  9278.473223  8943.740794  9110.058292  8502.196052  8662.226177  9759.632134  9493.346709  9160.159179  9145.533519  9543.017956  9317.135766  9590.316074  9369.228082  9208.879571  9822.025243  9511.270714  9807.616996  9103.656884  9602.575218  9104.543887  9574.837987  8751.672141  7694.353373  8691.426176  9705.738016  9464.925403  9592.981962  9092.004773  10160.69151  9940.922746  9849.198639  9983.309456  10056.01639  10636.45965  10348.20415  10059.96545  10426.90065  10137.54179  10006.78167  9897.884136  9975.860659  9811.331255  11083.16722  11824.59729  11028.68201  
5515.97928  6144.807655  6264.086365  6657.845392  6686.447112  6492.352256  6687.724106  6968.504359  7264.590519  7121.703266  7267.789386  6964.3542  6888.672927  7313.726215  7357.814581  7122.040806  7185.857542  7598.5248  7536.087693  8115.496059  7191.953706  7517.504658  7369.618279  7475.836282  7693.712  7691.282122  7639.185438  6714.384376  6998.144323  7575.645887  8222.386846  8122.611769  8203.942213  7864.864799  8077.363163  8334.710644  8056.96701  8168.279338  8593.419283  8334.378482  7845.155013  8366.691693  8789.819768  8605.711081  8276.797473  8913.57402  8464.961248  8313.743863  8474.67517  8443.353579  9033.953984  8877.653289  9450.563321  8902.635957  8954.433132  9235.719607  8905.767971  9073.435926  8459.722172  8618.853257  9731.801773  9452.725688  9123.271961  9124.954291  9518.76344  9300.2034  9568.818902  9336.065345  9161.653343  9799.385899  9500.334467  9799.527622  9094.10285  9586.500092  9104.076581  9549.069221  8734.521481  7683.406265  8697.97491  9703.62465  9445.654632  9579.966951  9066.460821  10134.20321  9897.421605  9800.342478  9958.203019  10026.56533  10610.36703  10320.64678  10037.25852  10407.02388  10135.10467  10001.82923  9906.33025  9992.205114  9860.603512  11066.93907  11842.74737  11012.67376  
5525.440317  6155.688848  6280.56378  6681.859741  6708.417271  6507.72041  6705.284923  6985.841739  7285.985283  7144.367456  7294.625643  6991.954036  6909.557755  7345.616039  7385.128673  7139.847268  7204.198543  7617.899029  7561.273739  8148.286815  7211.824394  7546.667655  7395.710053  7501.829275  7719.817611  7719.292767  7668.853974  6734.498524  7034.913265  7592.791316  8260.988744  8164.629867  8235.95429  7892.475052  8103.83443  8365.081005  8081.087871  8197.4073  8616.720277  8358.678661  7865.802281  8389.925405  8812.892116  8636.573608  8314.529912  8951.893362  8506.206165  8352.983149  8518.909117  8478.121678  9079.033644  8921.663185  9502.446918  8949.050006  8998.90891  9269.030457  8946.505874  9120.409233  8491.414414  8658.228222  9767.764956  9499.226422  9177.48204  9158.665362  9580.510237  9347.896944  9613.290468  9381.00836  9195.401099  9845.76386  9540.81999  9839.126201  9135.729494  9634.588019  9147.313218  9593.473452  8779.128378  7725.599857  8737.602946  9761.980822  9490.582228  9626.578576  9110.217635  10183.8468  9935.843396  9856.699563  10005.20272  10067.25479  10667.3459  10349.28059  10061.8731  10445.68036  10182.20001  10048.85312  9970.12636  10035.19655  9918.580619  11127.06767  11904.25128  11081.12062  
5575.993799  6222.624388  6339.754316  6738.215721  6759.686765  6560.559913  6753.467878  7029.3994  7328.941624  7191.855803  7347.689695  7042.744079  6961.285564  7417.705637  7443.407529  7188.090429  7252.898808  7671.358979  7609.499239  8196.294844  7268.410366  7599.701153  7454.428131  7549.644594  7774.756655  7782.529795  7712.587152  6778.199702  7078.161955  7668.022911  8327.304093  8235.521032  8299.439355  7953.294905  8174.444274  8433.719754  8140.805486  8271.267293  8689.6253  8408.759405  7925.697542  8453.171803  8888.733285  8703.240926  8385.791552  9016.446636  8564.631458  8427.890399  8579.744042  8548.490527  9141.357327  9009.509363  9583.788836  9041.962392  9075.367824  9338.095199  9005.953091  9180.966819  8563.176212  8732.475079  9828.210504  9565.640219  9249.98027  9239.018298  9661.379053  9436.954537  9668.497044  9452.253765  9267.209455  9922.36848  9617.596609  9904.504174  9194.094178  9690.908029  9194.789734  9634.72614  8838.072455  7796.667375  8819.770081  9816.395139  9553.702309  9707.948272  9193.371585  10237.7383  9967.643813  9908.748365  10070.55602  10139.96191  10735.42738  10403.95709  10130.79507  10480.87764  10229.84709  10119.24298  10005.95093  10075.08826  9956.016716  11171.79048  12001.73606  11208.31644  
5563.435314  6198.466629  6320.747703  6722.940696  6752.770413  6553.90455  6768.471046  7043.327199  7342.813094  7187.585435  7336.882551  7037.101382  6962.233047  7415.616773  7434.312891  7205.554828  7265.551873  7680.147513  7616.211591  8210.949786  7257.363506  7574.410996  7443.30698  7550.008126  7774.860817  7796.838626  7716.294609  6782.802708  7082.803114  7654.506522  8332.822537  8240.540098  8299.665856  7944.177895  8169.440442  8420.663224  8132.199067  8269.023453  8671.872422  8388.323546  7907.152671  8426.012303  8895.638793  8695.809624  8349.402304  8970.910071  8520.921116  8399.929354  8568.63897  8531.873491  9113.960375  8966.547965  9558.686725  9008.931709  9062.808041  9349.805801  9024.114575  9180.689476  8588.025187  8738.279406  9821.336016  9565.4685  9232.051783  9213.685345  9589.060007  9427.544104  9712.353085  9479.794062  9320.908556  9950.231508  9626.348105  9876.599489  9206.525901  9688.29119  9206.149894  9649.466775  8852.326852  7786.697322  8801.442539  9817.077234  9569.164606  9711.690415  9166.756445  10236.46945  10010.37048  9879.537535  10064.28586  10137.69569  10696.52185  10403.13235  10091.44892  10455.9717  10201.82036  10000.81635  9925.721016  9976.600657  9846.929797  11019.75304  11762.86422  11101.21725  
5547.904982  6174.391252  6312.538343  6713.241374  6744.112768  6541.474806  6741.626869  7017.105381  7312.604498  7167.60536  7317.038889  7014.618191  6929.539428  7384.843993  7406.696941  7164.503181  7231.706569  7648.158849  7585.794228  8174.101099  7235.950714  7561.047007  7410.399085  7513.87183  7727.163666  7733.67814  7668.959943  6731.899894  7008.072416  7588.234428  8282.154225  8183.55511  8255.116242  7893.330169  8114.393736  8378.625876  8092.723821  8217.23213  8613.127299  8342.268375  7850.78807  8389.491701  8798.608781  8628.67206  8300.980822  8965.862987  8516.586345  8366.94678  8535.957349  8497.399251  9106.642805  8950.61554  9537.01147  8992.230228  9024.38281  9315.605035  8997.662771  9152.815937  8541.904847  8704.889051  9796.914642  9527.164961  9198.155441  9190.681025  9598.44242  9395.956639  9638.420887  9405.664763  9245.393362  9904.66508  9596.96137  9864.569488  9162.857475  9656.806667  9156.400709  9613.192066  8792.895988  7722.416601  8748.394262  9778.745677  9524.398879  9649.204609  9102.038201  10175.31408  9956.638345  9842.827388  10015.35028  10080.06629  10671.56974  10364.7395  10062.43792  10428.56647  10170.42259  10068.12195  9970.405237  10001.97663  9847.467509  11118.68976  11823.51339  11150.69258  
