ROIid,Volume,Peak,Mean,SD,Peak_Magnitude_XYZ_1,Peak_Magnitude_XYZ_2,Peak_Magnitude_XYZ_3,hemisphere,lobe,id_Yeo7,P_Yeo7,name_Yeo7,id_WFU,P_WFU,name_WFU,id_AAL2,P_AAL2,name_AAL2,id_HO_CS,P_HO_CS,name_HO_CS,id_Yeo17,P_Yeo17,name_Yeo17,id_Shirer2012,P_Shirer2012,name_Shirer2012,id_Cerb,P_Cerb,name_Cerb,id_BNA,P_BNA,name_BNA
1,331,4.26608276367188,3.42152443032971,0.246052465829519,-34,-28,54,Left,Parietal,2,0.697885196374622,Somatomotor,45,0.359516616314199,BA.03,61,0.743202416918429,Postcentral_L,32,0.797583081570997,Postcentral Gyrus,3,0.676737160120846,17Network_03,12,0.283987915407855,Sensorimotor,0,0,null,155,0.353474320241692,A1/2/3ulhf
2,437,4.12785005569458,3.42320258884735,0.22654729376582,-8,2,52,Left,Frontal,4,0.562929061784897,Ventral Attention,48,0.475972540045767,BA.06,15,0.876430205949657,Supp_Motor_Area_L,41,0.752860411899314,Juxtapositional Lobule Cortex,7,0.62929061784897,17Network_07,1,0.487414187643021,anterior_Salience,0,0,null,9,0.441647597254005,A6m
