subject,block,trial,temporal,perceptual,spatial,category,trialType,imageNameL,imageNameR,imageNameC,targetflanker,response,accuracy,RT,TimeInitialFix,TimeImagePresented,TimeButtonPress,BlockType,Run,TType
1,1,1,2,1,2,1,0,1_4_5_1.bmp,1_3_5_2.bmp,1_4_5_3.bmp,2,2,0,0.727860835,16.26354033,16.77104519,21.5059596,6,1,0
1,1,2,2,1,2,1,0,1_4_5_1.bmp,1_3_5_2.bmp,1_3_5_3.bmp,1,2,1,0.591684739,22.36092718,16.77104519,23.45765392,6,1,0
1,1,3,2,1,2,1,0,1_4_5_1.bmp,1_3_5_2.bmp,1_5_5_0.bmp,1,2,1,0.424659625,24.43251182,16.77104519,25.36164678,6,1,0
1,1,4,2,1,2,1,1,1_4_5_1.bmp,1_3_5_2.bmp,1_4_4_0.bmp,2,1,1,0.392049016,26.49702065,16.77104519,27.39366909,6,1,0
1,1,5,2,1,2,2,0,2_4_4_0.bmp,2_5_5_0.bmp,2_4_5_2.bmp,2,1,1,0.521319363,28.64805444,29.1549692,33.68128459,6,1,1
1,1,6,2,1,2,2,0,2_4_4_0.bmp,2_5_5_0.bmp,2_3_5_1.bmp,1,2,1,0.39029704,34.72230174,29.1549692,35.61724057,6,1,0
1,1,7,2,1,2,2,0,2_4_4_0.bmp,2_5_5_0.bmp,2_4_5_2.bmp,1,1,0,0.460929824,36.77961068,29.1549692,37.74522916,6,1,0
1,1,8,2,1,2,2,1,2_4_4_0.bmp,2_5_5_0.bmp,2_2_5_2.bmp,1,1,0,0.4926676,38.84380613,29.1549692,39.84105753,6,1,0
1,1,9,2,1,2,3,1,3_1_5_1.bmp,3_4_4_0.bmp,3_4_5_1.bmp,1,2,1,0.574909817,41.06921312,41.57376447,46.15278366,6,1,1
1,1,10,2,1,2,4,0,4_4_4_0.bmp,4_3_3_0.bmp,4_3_4_2.bmp,1,1,0,0.470101032,47.14912497,47.65383797,52.128582,6,1,1
1,1,11,2,1,2,4,0,4_4_4_0.bmp,4_3_3_0.bmp,4_3_5_2.bmp,1,2,1,0.507886145,53.27592224,47.65383797,54.28847542,6,1,0
1,1,12,2,1,2,4,0,4_4_4_0.bmp,4_3_3_0.bmp,4_3_4_1.bmp,1,1,0,0.556709218,55.33893869,47.65383797,56.40044624,6,1,0
1,1,13,2,1,2,4,0,4_4_4_0.bmp,4_3_3_0.bmp,4_3_5_2.bmp,1,2,1,0.572105033,57.39551992,47.65383797,58.47240735,6,1,0
1,1,14,2,1,2,4,0,4_4_4_0.bmp,4_3_3_0.bmp,4_3_4_1.bmp,1,1,0,0.683563875,59.45186227,47.65383797,60.64037261,6,1,0
1,1,15,2,1,2,4,0,4_4_4_0.bmp,4_3_3_0.bmp,4_3_5_2.bmp,1,2,1,0.658101184,61.50964052,47.65383797,62.67224318,6,1,0
1,1,16,2,1,2,4,1,4_4_4_0.bmp,4_3_3_0.bmp,4_3_4_1.bmp,1,1,0,0.698366285,63.56412785,47.65383797,64.76819865,6,1,0
1,1,17,2,1,2,1,0,1_1_1_0.bmp,1_4_4_0.bmp,1_4_5_2.bmp,1,1,0,0.434996914,65.67144607,66.17633273,70.61595641,6,1,1
1,1,18,2,1,2,1,0,1_1_1_0.bmp,1_4_4_0.bmp,1_1_4_2.bmp,2,1,1,0.457384409,71.7418484,66.17633273,72.70388692,6,1,0
1,1,19,2,1,2,1,0,1_1_1_0.bmp,1_4_4_0.bmp,1_4_5_1.bmp,1,1,0,0.595947951,73.80315374,66.17633273,74.90381379,6,1,0
1,1,20,2,1,2,1,1,1_1_1_0.bmp,1_4_4_0.bmp,1_4_5_2.bmp,1,2,1,0.835191071,75.85998584,66.17633273,77.19983583,6,1,0
1,1,21,2,1,2,2,0,2_2_3_3.bmp,2_3_5_1.bmp,2_3_5_3.bmp,1,2,1,0.704505862,77.96974138,78.47448082,83.18357349,6,1,1
1,1,22,2,1,2,2,1,2_2_3_3.bmp,2_3_5_1.bmp,2_2_3_1.bmp,2,1,1,0.558384577,84.04038408,78.47448082,85.10343959,6,1,0
1,1,23,2,1,2,3,0,3_4_5_2.bmp,3_2_3_3.bmp,3_2_3_2.bmp,1,1,0,0.825984709,86.28849645,86.79307574,91.62327229,6,1,1
1,1,24,2,1,2,3,0,3_4_5_2.bmp,3_2_3_3.bmp,3_2_3_1.bmp,1,1,0,0.39490608,92.42801725,86.79307574,93.32713246,6,1,0
1,1,25,2,1,2,3,0,3_4_5_2.bmp,3_2_3_3.bmp,3_2_3_1.bmp,1,1,0,0.376386993,94.49439464,86.79307574,95.37511425,6,1,0
1,1,26,2,1,2,3,0,3_4_5_2.bmp,3_2_3_3.bmp,3_2_3_1.bmp,1,1,0,0.313247654,96.55758055,86.79307574,97.37511094,6,1,0
1,1,27,2,1,2,3,0,3_4_5_2.bmp,3_2_3_3.bmp,3_5_5_0.bmp,2,1,1,0.591076911,98.67176095,86.79307574,99.76693281,6,1,0
1,1,28,2,1,2,3,1,3_4_5_2.bmp,3_2_3_3.bmp,3_2_3_2.bmp,1,1,0,0.484487306,100.809954,86.79307574,101.7988626,6,1,0
1,1,29,2,1,2,4,0,4_2_5_1.bmp,4_1_1_0.bmp,4_1_5_1.bmp,1,1,0,0.624914595,102.9686877,103.4731744,108.1026154,6,1,1
1,1,30,2,1,2,4,0,4_2_5_1.bmp,4_1_1_0.bmp,4_2_2_0.bmp,2,1,1,0.537864134,109.0360695,103.4731744,110.0785532,6,1,0
1,2,1,1,2,2,3,0,3_5_5_0.bmp,3_2_5_2.bmp,3_2_5_2.bmp,2,2,0,0.961043398,127.2473853,127.7523161,132.7177564,4,1,0
1,2,2,1,2,2,3,0,3_5_5_0.bmp,3_2_5_2.bmp,3_5_5_0.bmp,1,1,0,0.499210995,133.3221232,127.7523161,134.3257005,4,1,0
1,2,3,1,2,2,3,0,3_5_5_0.bmp,3_2_5_2.bmp,3_1_5_1.bmp,2,2,0,0.448289217,135.4131244,127.7523161,136.3657429,4,1,0
1,2,4,1,2,2,3,1,3_5_5_0.bmp,3_2_5_2.bmp,3_4_5_1.bmp,2,1,1,0.398231559,137.5590056,127.7523161,138.461641,4,1,0
1,2,5,1,2,2,1,0,1_2_5_1.bmp,1_2_3_1.bmp,1_2_2_0.bmp,2,2,0,0.82076063,139.6832174,140.1879115,145.0133948,4,1,1
1,2,6,1,2,2,1,0,1_2_5_1.bmp,1_2_3_1.bmp,1_2_2_0.bmp,1,2,1,0.462307729,145.7422889,140.1879115,146.7092627,4,1,0
1,2,7,1,2,2,1,0,1_2_5_1.bmp,1_2_3_1.bmp,1_2_2_0.bmp,1,2,1,0.454170099,147.7985171,140.1879115,148.7572896,4,1,0
1,2,8,1,2,2,1,1,1_2_5_1.bmp,1_2_3_1.bmp,1_2_2_0.bmp,2,2,0,0.448892839,149.9074848,140.1879115,150.8611114,4,1,0
1,2,9,1,2,2,2,0,2_5_5_0.bmp,2_2_5_2.bmp,2_1_5_1.bmp,2,1,1,0.728118027,151.9996755,152.5042242,157.2369146,4,1,1
1,2,10,1,2,2,2,0,2_5_5_0.bmp,2_2_5_2.bmp,2_2_5_3.bmp,1,1,0,0.889437427,158.0669678,152.5042242,159.4609382,4,1,0
1,2,11,1,2,2,2,0,2_5_5_0.bmp,2_2_5_2.bmp,2_5_5_0.bmp,1,2,1,0.969396757,160.122885,152.5042242,161.5968103,4,1,0
1,2,12,1,2,2,2,1,2_5_5_0.bmp,2_2_5_2.bmp,2_4_5_2.bmp,2,2,0,0.790821401,162.2214166,152.5042242,163.5167515,4,1,0
1,2,13,1,2,2,1,0,1_4_4_0.bmp,1_2_3_1.bmp,1_2_2_0.bmp,1,2,1,0.617385695,164.2857695,164.7904449,169.412473,4,1,1
1,2,14,1,2,2,1,0,1_4_4_0.bmp,1_2_3_1.bmp,1_2_2_0.bmp,1,2,1,0.624752347,170.3470932,164.7904449,171.4764449,4,1,0
1,2,15,1,2,2,1,0,1_4_4_0.bmp,1_2_3_1.bmp,1_4_5_1.bmp,2,1,1,0.524028,172.4079583,164.7904449,173.4364514,4,1,0
1,2,16,1,2,2,1,1,1_4_4_0.bmp,1_2_3_1.bmp,1_2_2_0.bmp,1,2,1,0.553690206,174.5131252,164.7904449,175.5722526,4,1,0
1,2,17,1,2,2,2,0,2_3_4_1.bmp,2_2_3_2.bmp,2_3_4_3.bmp,2,1,1,0.728036603,176.59064,177.09536,181.8280741,4,1,1
1,2,18,1,2,2,2,0,2_3_4_1.bmp,2_2_3_2.bmp,2_3_3_0.bmp,1,1,0,0.529627653,182.6579558,177.09536,183.6919605,4,1,0
1,2,19,1,2,2,2,0,2_3_4_1.bmp,2_2_3_2.bmp,2_2_3_3.bmp,1,2,1,0.519627479,184.7557101,177.09536,185.7798841,4,1,0
1,2,20,1,2,2,2,1,2_3_4_1.bmp,2_2_3_2.bmp,2_2_3_3.bmp,1,2,1,0.41432474,186.8132314,177.09536,187.7319309,4,1,0
1,2,21,1,2,2,4,0,4_2_3_2.bmp,4_3_3_0.bmp,4_3_3_0.bmp,2,1,1,0.674647156,188.8826564,189.3874835,194.0675783,4,1,1
1,2,22,1,2,2,4,0,4_2_3_2.bmp,4_3_3_0.bmp,4_3_5_1.bmp,1,2,1,0.417264129,194.9538519,189.3874835,195.8755685,4,1,0
1,2,23,1,2,2,4,0,4_2_3_2.bmp,4_3_3_0.bmp,4_2_3_3.bmp,2,2,0,0.413743352,197.0453197,189.3874835,197.9635015,4,1,0
1,2,24,1,2,2,4,1,4_2_3_2.bmp,4_3_3_0.bmp,4_3_3_0.bmp,2,2,0,0.670624612,199.1002968,189.3874835,200.2754686,4,1,0
1,2,25,1,2,2,3,0,3_5_5_0.bmp,3_2_2_0.bmp,3_1_5_1.bmp,2,2,0,0.841931266,201.196154,201.7009881,206.5472685,4,1,1
1,2,26,1,2,2,3,0,3_5_5_0.bmp,3_2_2_0.bmp,3_4_5_2.bmp,2,1,1,0.475378894,207.2953974,201.7009881,208.2751035,4,1,0
1,2,27,1,2,2,3,0,3_5_5_0.bmp,3_2_2_0.bmp,3_2_4_1.bmp,1,1,0,0.393522466,209.4334553,201.7009881,210.3310018,4,1,0
1,2,28,1,2,2,3,1,3_5_5_0.bmp,3_2_2_0.bmp,3_2_4_2.bmp,1,2,1,0.478581185,211.5321494,201.7009881,212.5150431,4,1,0
1,2,29,1,2,2,4,0,4_2_4_3.bmp,4_1_2_1.bmp,4_2_4_1.bmp,2,1,1,0.534944875,213.6066449,214.1112557,218.6507979,4,1,1
1,2,30,1,2,2,4,0,4_2_4_3.bmp,4_1_2_1.bmp,4_2_4_1.bmp,2,1,1,0.383940531,219.6660697,214.1112557,220.5547193,4,1,0
1,3,1,2,2,2,2,0,2_3_5_3.bmp,2_3_4_3.bmp,2_3_5_2.bmp,2,1,1,0.500745439,237.8558308,238.360551,242.8658772,8,1,0
1,3,2,2,2,2,2,0,2_3_5_3.bmp,2_3_4_3.bmp,2_3_5_1.bmp,2,1,1,0.470133482,243.923093,238.360551,244.8978464,8,1,0
1,3,3,2,2,2,2,1,2_3_5_3.bmp,2_3_4_3.bmp,2_3_5_1.bmp,2,1,1,0.399569202,246.0096021,238.360551,246.9137914,8,1,0
1,3,4,2,2,2,3,0,3_1_2_1.bmp,3_4_4_0.bmp,3_1_2_3.bmp,2,1,1,0.636994245,248.2159119,248.7204638,253.3614887,8,1,1
1,3,5,2,2,2,3,0,3_1_2_1.bmp,3_4_4_0.bmp,3_1_2_3.bmp,2,1,1,0.424959784,254.2881861,248.7204638,255.2174556,8,1,0
1,3,6,2,2,2,3,1,3_1_2_1.bmp,3_4_4_0.bmp,3_1_1_0.bmp,2,1,1,0.601504638,256.3996404,248.7204638,257.5053911,8,1,0
1,3,7,2,2,2,2,0,2_4_5_3.bmp,2_3_3_0.bmp,2_4_5_2.bmp,2,1,1,0.672486556,258.5154466,259.0201773,263.6971696,8,1,1
1,3,8,2,2,2,2,0,2_4_5_3.bmp,2_3_3_0.bmp,2_3_4_2.bmp,1,1,0,0.618904515,264.6058066,259.0201773,265.7290801,8,1,0
1,3,9,2,2,2,2,0,2_4_5_3.bmp,2_3_3_0.bmp,2_4_5_1.bmp,2,1,1,0.488196471,266.6643012,259.0201773,267.6570688,8,1,0
1,3,10,2,2,2,2,0,2_4_5_3.bmp,2_3_3_0.bmp,2_4_5_2.bmp,2,1,1,0.631639466,268.7528656,259.0201773,269.8890303,8,1,0
1,3,11,2,2,2,2,1,2_4_5_3.bmp,2_3_3_0.bmp,2_3_5_2.bmp,1,2,1,1.085916529,270.8105021,259.0201773,272.4009315,8,1,0
1,3,12,2,2,2,1,0,1_1_2_1.bmp,1_4_4_0.bmp,1_4_5_1.bmp,1,2,1,0.587572658,272.9038859,273.4086157,278.0007217,8,1,1
1,3,13,2,2,2,1,0,1_1_2_1.bmp,1_4_4_0.bmp,1_1_2_3.bmp,2,1,1,0.486233273,278.9699715,273.4086157,279.96077,8,1,0
1,3,14,2,2,2,1,0,1_1_2_1.bmp,1_4_4_0.bmp,1_1_1_0.bmp,2,1,1,0.527420182,281.0726978,273.4086157,282.1045116,8,1,0
1,3,15,2,2,2,1,1,1_1_2_1.bmp,1_4_4_0.bmp,1_4_5_2.bmp,1,2,1,0.521450964,283.1345864,273.4086157,284.1603958,8,1,0
1,3,16,2,2,2,3,0,3_1_4_2.bmp,3_4_4_0.bmp,3_1_4_3.bmp,2,2,0,0.441990997,285.2974087,285.8020499,290.2481845,8,1,1
1,3,17,2,2,2,3,0,3_1_4_2.bmp,3_4_4_0.bmp,3_4_5_2.bmp,1,2,1,0.518251978,291.3936556,285.8020499,292.4161927,8,1,0
1,3,18,2,2,2,3,0,3_1_4_2.bmp,3_4_4_0.bmp,3_4_4_0.bmp,2,2,0,0.449104362,293.4949688,285.8020499,294.4481513,8,1,0
1,3,19,2,2,2,3,1,3_1_4_2.bmp,3_4_4_0.bmp,3_4_5_2.bmp,1,1,0,0.465075556,295.5587115,285.8020499,296.5279724,8,1,0
1,3,20,2,2,2,4,0,4_3_3_0.bmp,4_1_3_3.bmp,4_3_4_1.bmp,2,1,1,0.886010092,297.7405177,298.245292,303.1357885,8,1,1
1,3,21,2,2,2,4,1,4_3_3_0.bmp,4_1_3_3.bmp,4_1_3_1.bmp,1,2,1,0.534819583,303.800547,298.245292,304.8397592,8,1,0
1,3,22,2,2,2,2,0,2_1_4_3.bmp,2_1_1_0.bmp,2_1_4_2.bmp,2,1,1,0.635207716,305.9342992,306.4390089,311.0795829,8,1,1
1,3,23,2,2,2,2,0,2_1_4_3.bmp,2_1_1_0.bmp,2_1_2_1.bmp,1,2,1,0.412568257,312.0023538,306.4390089,312.9194295,8,1,0
1,3,24,2,2,2,2,0,2_1_4_3.bmp,2_1_1_0.bmp,2_1_2_1.bmp,1,1,0,0.474887343,314.0601816,306.4390089,315.0394539,8,1,0
1,3,25,2,2,2,2,1,2_1_4_3.bmp,2_1_1_0.bmp,2_1_3_2.bmp,1,2,1,1.095215132,316.1514556,306.4390089,317.7513041,8,1,0
1,3,26,2,2,2,1,0,1_3_3_0.bmp,1_3_4_2.bmp,1_4_4_0.bmp,1,2,1,0.573165954,318.2765974,318.7814441,323.3590815,8,1,1
1,3,27,2,2,2,1,0,1_3_3_0.bmp,1_3_4_2.bmp,1_3_4_2.bmp,2,1,1,0.526170873,324.3365525,318.7814441,325.3670451,8,1,0
1,3,28,2,2,2,1,0,1_3_3_0.bmp,1_3_4_2.bmp,1_3_4_3.bmp,1,2,1,0.628031255,326.4105699,318.7814441,327.5429837,8,1,0
1,3,29,2,2,2,1,0,1_3_3_0.bmp,1_3_4_2.bmp,1_3_5_2.bmp,2,1,1,0.60032714,328.4699625,318.7814441,329.574865,8,1,0
1,3,30,2,2,2,1,0,1_3_3_0.bmp,1_3_4_2.bmp,1_4_4_0.bmp,1,2,1,0.795041046,330.5633857,318.7814441,331.86279,8,1,0
1,4,1,2,2,1,4,0,4_4_4_0.bmp,4_3_5_3.bmp,4_4_5_1.bmp,2,1,1,0.595362657,348.7572394,349.2619674,353.8620022,7,1,0
1,4,2,2,2,1,4,0,4_4_4_0.bmp,4_3_5_3.bmp,4_3_5_1.bmp,1,2,1,0.511704678,354.821891,349.2619674,355.8379947,7,1,0
1,4,3,2,2,1,4,1,4_4_4_0.bmp,4_3_5_3.bmp,4_3_5_1.bmp,1,2,1,0.640582025,356.8767725,349.2619674,358.021816,7,1,0
1,4,4,2,2,1,3,0,3_2_5_2.bmp,3_1_1_0.bmp,3_1_4_2.bmp,1,1,0,0.435606846,359.0533705,359.5579324,363.9976426,7,1,1
1,4,5,2,2,1,3,0,3_2_5_2.bmp,3_1_1_0.bmp,3_2_5_3.bmp,2,1,1,0.359213062,365.1979462,359.5579324,366.0615139,7,1,0
1,4,6,2,2,1,3,0,3_2_5_2.bmp,3_1_1_0.bmp,3_2_5_3.bmp,2,1,1,0.385822305,367.2673778,359.5579324,368.1574504,7,1,0
1,4,7,2,2,1,3,0,3_2_5_2.bmp,3_1_1_0.bmp,3_1_4_2.bmp,1,1,0,0.353593879,369.3315651,359.5579324,370.1893784,7,1,0
1,4,8,2,2,1,3,1,3_2_5_2.bmp,3_1_1_0.bmp,3_5_5_0.bmp,2,1,1,0.84550883,371.4235804,359.5579324,372.773311,7,1,0
1,4,9,2,2,1,1,0,1_1_1_0.bmp,1_1_3_1.bmp,1_1_3_3.bmp,1,1,0,0.75267123,373.5431594,374.0478947,378.8051256,7,1,1
1,4,10,2,2,1,1,0,1_1_1_0.bmp,1_1_3_1.bmp,1_1_1_0.bmp,1,1,0,0.411853465,379.6080174,374.0478947,380.5251436,7,1,0
1,4,11,2,2,1,1,1,1_1_1_0.bmp,1_1_3_1.bmp,1_1_3_2.bmp,2,1,1,0.580662404,381.6718547,374.0478947,382.7570375,7,1,0
1,4,12,2,2,1,3,0,3_3_3_0.bmp,3_2_3_1.bmp,3_3_5_2.bmp,2,2,0,0.603509,383.8203658,384.3250247,388.932803,7,1,1
1,4,13,2,2,1,3,0,3_3_3_0.bmp,3_2_3_1.bmp,3_2_3_3.bmp,1,1,0,0.484609593,389.9679218,384.3250247,390.9567345,7,1,0
1,4,14,2,2,1,3,1,3_3_3_0.bmp,3_2_3_1.bmp,3_2_3_3.bmp,1,1,0,0.484404079,392.0319307,384.3250247,393.0205995,7,1,0
1,4,15,2,2,1,2,0,2_2_2_0.bmp,2_5_5_0.bmp,2_2_5_1.bmp,1,1,0,0.474421932,394.14886,394.6534774,399.1323837,7,1,1
1,4,16,2,2,1,2,0,2_2_2_0.bmp,2_5_5_0.bmp,2_2_3_1.bmp,2,1,1,0.458556199,400.2174229,394.6534774,401.1804042,7,1,0
1,4,17,2,2,1,2,0,2_2_2_0.bmp,2_5_5_0.bmp,2_2_5_1.bmp,1,1,0,0.410489682,402.3053813,394.6534774,403.2203527,7,1,0
1,4,18,2,2,1,2,0,2_2_2_0.bmp,2_5_5_0.bmp,2_4_5_2.bmp,1,1,0,0.422075979,404.3656594,394.6534774,405.2921696,7,1,0
1,4,19,2,2,1,2,0,2_2_2_0.bmp,2_5_5_0.bmp,2_2_3_2.bmp,2,2,0,0.631350725,406.4362525,394.6534774,407.5720972,7,1,0
1,4,20,2,2,1,2,1,2_2_2_0.bmp,2_5_5_0.bmp,2_2_5_1.bmp,1,1,0,0.42976953,408.5017685,394.6534774,409.4360921,7,1,0
1,4,21,2,2,1,3,1,3_1_1_0.bmp,3_2_5_1.bmp,3_1_4_2.bmp,2,1,1,0.686422442,410.6967564,411.2012961,415.8918026,7,1,1
1,4,22,2,2,1,1,0,1_4_4_0.bmp,1_1_5_1.bmp,1_1_1_0.bmp,1,2,1,0.852964418,416.7854086,417.2901409,422.1475608,7,1,1
1,4,23,2,2,1,1,0,1_4_4_0.bmp,1_1_5_1.bmp,1_1_1_0.bmp,1,2,1,0.47720959,422.8538502,417.2901409,423.8355381,7,1,0
1,4,24,2,2,1,1,0,1_4_4_0.bmp,1_1_5_1.bmp,1_1_5_3.bmp,1,2,1,0.606151536,424.9647162,417.2901409,426.075441,7,1,0
1,4,25,2,2,1,1,0,1_4_4_0.bmp,1_1_5_1.bmp,1_1_1_0.bmp,1,2,1,0.661984014,427.0286755,417.2901409,428.195316,7,1,0
1,4,26,2,2,1,1,1,1_4_4_0.bmp,1_1_5_1.bmp,1_1_5_3.bmp,1,2,1,1.144146369,429.0905529,417.2901409,430.7392816,7,1,0
1,4,27,2,2,1,4,0,4_1_3_2.bmp,4_5_5_0.bmp,4_4_5_2.bmp,1,1,0,1.338940197,431.1789023,431.6835897,437.0270768,7,1,1
1,4,28,2,2,1,4,0,4_1_3_2.bmp,4_5_5_0.bmp,4_3_3_0.bmp,2,2,0,0.652844955,437.2858212,431.6835897,438.4430423,7,1,0
1,4,29,2,2,1,4,0,4_1_3_2.bmp,4_5_5_0.bmp,4_1_5_2.bmp,1,1,0,0.479035479,439.355555,431.6835897,440.3389811,7,1,0
1,4,30,2,2,1,4,0,4_1_3_2.bmp,4_5_5_0.bmp,4_1_3_3.bmp,2,1,1,0.658297083,441.4239881,431.6835897,442.5868591,7,1,0
1,5,1,2,1,1,2,0,2_1_2_2.bmp,2_1_4_1.bmp,2_1_4_3.bmp,1,2,1,0.646941539,459.6379146,460.1426098,464.7941349,5,1,0
1,5,2,2,1,1,2,0,2_1_2_2.bmp,2_1_4_1.bmp,2_1_4_3.bmp,1,2,1,0.42203121,465.7074314,460.1426098,466.6341128,5,1,0
1,5,3,2,1,1,2,1,2_1_2_2.bmp,2_1_4_1.bmp,2_2_2_0.bmp,2,1,1,0.487935372,467.7773395,460.1426098,468.7700227,5,1,0
1,5,4,2,1,1,3,0,3_1_1_0.bmp,3_1_3_3.bmp,3_1_3_2.bmp,1,1,0,0.68726613,470.02939,470.5341141,475.2257246,5,1,1
1,5,5,2,1,1,3,0,3_1_1_0.bmp,3_1_3_3.bmp,3_1_3_2.bmp,1,1,0,0.595532116,476.1098613,470.5341141,477.2096212,5,1,0
1,5,6,2,1,1,3,0,3_1_1_0.bmp,3_1_3_3.bmp,3_1_3_1.bmp,1,1,0,0.498977538,478.214576,470.5341141,479.2175975,5,1,0
1,5,7,2,1,1,3,0,3_1_1_0.bmp,3_1_3_3.bmp,3_1_2_1.bmp,2,1,1,0.410349969,480.3189792,470.5341141,481.2335611,5,1,0
1,5,8,2,1,1,3,1,3_1_1_0.bmp,3_1_3_3.bmp,3_1_3_2.bmp,2,1,1,0.7496402,482.3956007,470.5341141,483.6494092,5,1,0
1,5,9,2,1,1,4,0,4_4_4_0.bmp,4_2_4_2.bmp,4_2_4_3.bmp,1,2,1,0.635555648,484.5684839,485.0731023,489.7132219,5,1,1
1,5,10,2,1,1,4,1,4_4_4_0.bmp,4_2_4_2.bmp,4_4_4_0.bmp,1,1,0,0.573401814,490.6351344,485.0731023,491.7131086,5,1,0
1,5,11,2,1,1,1,0,1_3_4_1.bmp,1_2_4_2.bmp,1_3_4_3.bmp,2,1,1,0.602262095,492.7292258,493.2340419,497.8409476,5,1,1
1,5,12,2,1,1,1,0,1_3_4_1.bmp,1_2_4_2.bmp,1_4_4_0.bmp,1,1,0,0.676523222,498.8038811,493.2340419,499.9847923,5,1,0
1,5,13,2,1,1,1,1,1_3_4_1.bmp,1_2_4_2.bmp,1_2_4_3.bmp,1,2,1,0.638052461,500.8981345,493.2340419,502.0407299,5,1,0
1,5,14,2,1,1,2,0,2_3_3_0.bmp,2_1_4_2.bmp,2_1_4_3.bmp,1,2,1,0.547857698,502.9755484,503.4802094,508.0325691,5,1,1
1,5,15,2,1,1,2,0,2_3_3_0.bmp,2_1_4_2.bmp,2_1_4_3.bmp,1,2,1,0.621785315,509.0982278,503.4802094,510.2245423,5,1,0
1,5,16,2,1,1,2,0,2_3_3_0.bmp,2_1_4_2.bmp,2_3_5_2.bmp,2,1,1,0.486967895,511.1688801,503.4802094,512.1604276,5,1,0
1,5,17,2,1,1,2,1,2_3_3_0.bmp,2_1_4_2.bmp,2_3_5_1.bmp,2,1,1,0.360873098,513.2390818,503.4802094,514.1043226,5,1,0
1,5,18,2,1,1,3,0,3_4_4_0.bmp,3_1_2_1.bmp,3_1_1_0.bmp,1,2,1,0.480936482,515.4023403,515.9069815,520.3921121,5,1,1
1,5,19,2,1,1,3,0,3_4_4_0.bmp,3_1_2_1.bmp,3_1_1_0.bmp,1,2,1,0.389517349,521.5224542,515.9069815,522.41605,5,1,0
1,5,20,2,1,1,3,0,3_4_4_0.bmp,3_1_2_1.bmp,3_1_2_3.bmp,1,1,0,0.52359594,523.6278666,515.9069815,524.6559962,5,1,0
1,5,21,2,1,1,3,0,3_4_4_0.bmp,3_1_2_1.bmp,3_4_5_2.bmp,2,2,0,0.496959957,525.7339169,515.9069815,526.7359041,5,1,0
1,5,22,2,1,1,3,0,3_4_4_0.bmp,3_1_2_1.bmp,3_1_1_0.bmp,1,2,1,0.48428059,527.8114566,515.9069815,528.7998198,5,1,0
1,5,23,2,1,1,3,0,3_4_4_0.bmp,3_1_2_1.bmp,3_4_5_2.bmp,2,1,1,0.921620183,529.8860134,515.9069815,531.3118562,5,1,0
1,5,24,2,1,1,3,1,3_4_4_0.bmp,3_1_2_1.bmp,3_4_5_2.bmp,2,0,0,NaN,531.9662765,515.9069815,NaN,5,1,0
1,5,25,2,1,1,4,1,4_1_3_2.bmp,4_1_1_0.bmp,4_1_3_3.bmp,2,1,1,0.896224794,534.0979223,534.6027137,539.5034288,5,1,1
1,5,26,2,1,1,1,0,1_1_1_0.bmp,1_1_4_1.bmp,1_1_4_3.bmp,1,1,0,0.746263343,540.2079951,540.7125254,545.4632617,5,1,1
1,5,27,2,1,1,1,0,1_1_1_0.bmp,1_1_4_1.bmp,1_1_4_2.bmp,2,1,1,0.530312399,546.3165614,540.7125254,547.3513089,5,1,0
1,5,28,2,1,1,1,0,1_1_1_0.bmp,1_1_4_1.bmp,1_1_5_2.bmp,2,1,1,0.722905366,548.3876257,540.7125254,549.6151172,5,1,0
1,5,29,2,1,1,1,0,1_1_1_0.bmp,1_1_4_1.bmp,1_1_4_3.bmp,1,1,0,0.97227335,550.45014,540.7125254,551.92699,5,1,0
1,5,30,2,1,1,1,0,1_1_1_0.bmp,1_1_4_1.bmp,1_1_4_2.bmp,2,1,1,0.380757169,552.5138662,540.7125254,553.3990257,5,1,0
1,6,1,1,1,1,4,0,4_2_4_2.bmp,4_2_5_2.bmp,4_5_5_0.bmp,1,2,1,0.608232815,570.7207009,571.2253854,575.8382579,1,1,0
1,6,2,1,1,1,4,0,4_2_4_2.bmp,4_2_5_2.bmp,4_2_5_3.bmp,1,2,1,0.517517957,576.8081555,571.2253854,577.8300821,1,1,0
1,6,3,1,1,1,4,0,4_2_4_2.bmp,4_2_5_2.bmp,4_5_5_0.bmp,1,2,1,0.511488347,578.8701287,571.2253854,579.8861342,1,1,0
1,6,4,1,1,1,4,1,4_2_4_2.bmp,4_2_5_2.bmp,4_4_4_0.bmp,2,1,1,0.691328335,581.0416598,571.2253854,582.2379394,1,1,0
1,6,5,1,1,1,1,0,1_2_4_3.bmp,1_1_1_0.bmp,1_1_5_2.bmp,1,2,1,0.613634465,583.1309163,583.6354469,588.2537237,1,1,1
1,6,6,1,1,1,1,0,1_2_4_3.bmp,1_1_1_0.bmp,1_2_4_1.bmp,2,1,1,0.71255756,589.2047591,583.6354469,590.4216728,1,1,0
1,6,7,1,1,1,1,0,1_2_4_3.bmp,1_1_1_0.bmp,1_2_4_2.bmp,2,1,1,0.682765256,591.2738599,583.6354469,592.4615581,1,1,0
1,6,8,1,1,1,1,1,1_2_4_3.bmp,1_1_1_0.bmp,1_2_4_2.bmp,2,1,1,0.795224025,593.3857995,583.6354469,594.6856022,1,1,0
